response,userId,iteractions
"['jaws (1975)', 'titanic (1997)', 'forrest gump (1994)', 'pulp fiction (1994)', 'reservoir dogs (1992)', 'taxi driver (1976)', 'platoon (1986)', 'goodfellas (1990)', 'godfather, the (1972)', 'amadeus (1984)']",3201,0
"['mrs. doubtfire (1993)', 'dumb and dumber (1994)', 'home alone (1990)', 'problem child (1990)', 'honey, i blew up the kid (1992)', 'austin powers: the spy who shagged me (1999)', 'tarzan (1999)', 'ace ventura: pet detective (1994)', 'little rascals, the (1994)', 'jumanji (1995)']",3202,1
"['jaws (1975)', 'titanic (1997)', 'taxi driver (1976)', 'silence of the lambs, the (1991)', 'star wars: episode iv - a new hope (1977)', 'platoon (1986)', 'rain man (1988)', 'goodfellas (1990)', 'clockwork orange, a (1971)', 'dead poets society (1989)']",3203,0
"['to catch a thief (1955)', 'roman holiday (1953)', 'sabrina (1954)', 'apartment, the (1960)', 'some like it hot (1959)', 'north by northwest (1959)', 'holiday inn (1942)', 'rear window (1954)', 'his girl friday (1940)', 'philadelphia story, the (1940)']",3204,1
"['jaws (1975)', 'titanic (1997)', 'e.t. the extra-terrestrial (1982)', 'jurassic park (1993)', 'indiana jones and the last crusade (1989)', 'alien (1979)', 'close encounters of the third kind (1977)', 'raiders of the lost ark (1981)', 'godfather, the (1972)', 'godfather: part ii, the (1974)']",3205,1
"['philadelphia (1993)', 'few good men, a (1992)', 'fisher king, the (1991)', 'dead poets society (1989)', 'fabulous baker boys, the (1989)', 'working girl (1988)', 'color of money, the (1986)', 'stand by me (1986)', 'good will hunting (1997)', 'rain man (1988)']",3206,2
"['nightmare on elm street 3: dream warriors, a (1987)', 'interview with the vampire (1994)', 'candyman (1992)', ""mary shelley's frankenstein (1994)"", 'wolf (1994)', 'craft, the (1996)', 'night shift (1982)', ""nightmare on elm street 2: freddy's revenge, a (1985)"", 'hellraiser (1987)', 're-animator (1985)']",3207,1
"['cliffhanger (1993)', 'true lies (1994)', 'demolition man (1993)', 'showgirls (1995)', 'congo (1995)', 'home alone 3 (1997)', 'postman, the (1997)', 'free willy (1993)', 'rock, the (1996)', 'mask, the (1994)']",3208,3
"['cliffhanger (1993)', 'true lies (1994)', 'demolition man (1993)', 'tombstone (1993)', 'speed (1994)', 'red rock west (1993)', 'long kiss goodnight, the (1996)', 'under siege (1992)']",3209,5
"['amadeus (1984)', 'schindlers list (1993)', 'english patient, the (1996)', 'shakespeare in love (1998)', 'dead poets society (1989)', 'dead man walking (1995)', 'malcolm x (1992)', 'amistad (1997)', 'my left foot (1989)', 'requiem for a dream (2000)']",3210,1
"['amadeus (1984)', 'philadelphia (1993)', 'schindlers list (1993)', 'dead poets society (1989)', 'platoon (1986)', 'rain man (1988)', 'field of dreams (1989)', 'good will hunting (1997)', ""one flew over the cuckoo's nest (1975)"", 'american history x (1998)']",3211,1
"['american beauty (1999)', 'gladiator (2000)', 'erin brockovich (2000)', ""one flew over the cuckoo's nest (1975)"", 'amadeus (1984)', 'dead poets society (1989)', 'few good men, a (1992)', 'philadelphia (1993)', 'good will hunting (1997)', 'cider house rules, the (1999)']",3213,1
"['amadeus (1984)', 'annie hall (1977)', 'all that jazz (1979)', '8 1/2 (1963)', '2001: a space odyssey (1968)', 'a chef in love (1996)', 'fish called wanda, a (1987)', '20,000 leagues under the sea (1954)', 'agnes of god (1985)', 'streetcar named desire, a (1951)']",3214,2
"['pulp fiction (1994)', 'goodfellas (1990)', 'reservoir dogs (1992)', 'jackie brown (1997)', 'casino (1995)', 'taxi driver (1976)', 'platoon (1986)', 'rain man (1988)', 'good will hunting (1997)', 'boogie nights (1997)']",3215,0
"['amadeus (1984)', 'philadelphia (1993)', 'rain man (1988)', 'dead poets society (1989)', 'good will hunting (1997)', ""miller's crossing (1990)"", 'remains of the day, the (1993)', 'my left foot (1989)', ""one flew over the cuckoo's nest (1975)"", 'taxi driver (1976)']",3216,0
"['his girl friday (1940)', 'roman holiday (1953)', 'rear window (1954)', 'sabrina (1954)', 'apartment, the (1960)', 'charade (1963)', 'birdcage, the (1996)', 'philadelphia story, the (1940)', 'big sleep, the (1946)', 'bringing up baby (1938)']",3217,1
"['amadeus (1984)', 'philadelphia (1993)', 'apollo 13 (1995)', 'braveheart (1995)', 'dead poets society (1989)', ""miller's crossing (1990)"", 'few good men, a (1992)', 'sense and sensibility (1995)', 'shadowlands (1993)', 'color purple, the (1985)']",3218,1
"['apollo 13 (1995)', 'true lies (1994)', 'lethal weapon 3 (1992)', 'edward scissorhands (1990)', 'jurassic park (1993)', 'few good men, a (1992)', 'home alone (1990)', 'dances with wolves (1990)', 'hook (1991)', 'singles (1992)']",3219,0
"['platoon (1986)', 'goodfellas (1990)', 'raging bull (1980)', 'taxi driver (1976)', 'amadeus (1984)', 'do the right thing (1989)', 'rumble in the bronx (1995)', 'american history x (1998)', 'silence of the lambs, the (1991)', ""schindler's list (1993)""]",3220,1
"['cliffhanger (1993)', 'true lies (1994)', 'demolition man (1993)', 'speed (1994)', 'under siege (1992)', 'death wish (1974)']",3221,5
"['few good men, a (1992)', 'fargo (1996)', 'l.a. confidential (1997)', 'jackie brown (1997)', 'big lebowski, the (1998)', 'matrix, the (1999)', 'american beauty (1999)', 'insider, the (1999)', 'erin brockovich (2000)', 'rushmore (1998)']",3223,1
"['singles (1992)', 'league of their own, a (1992)', 'river runs through it, a (1992)', 'philadelphia (1993)', ""mr. holland's opus (1995)"", 'jerry maguire (1996)', 'don juan demarco (1995)', ""you've got mail (1998)"", 'galaxy quest (1999)', 'meet joe black (1998)']",3224,0
"['american beauty (1999)', 'pulp fiction (1994)', 'reservoir dogs (1992)', 'taxi driver (1976)', 'platoon (1986)', 'taxi (1998)', 'dazed and confused (1993)', 'singles (1992)', 'good, the bad and the ugly, the (1966)', 'goldfinger (1964)']",3226,1
"['few good men, a (1992)', 'dumb and dumber (1994)', 'true lies (1994)', 'mask, the (1994)', 'birdcage, the (1996)', 'billy madison (1995)', 'associate, the (1996)', 'money pit, the (1986)', 'home alone (1990)', 'dirty work (1998)']",3227,1
"['singles (1992)', 'reality bites (1994)', 'airheads (1994)', 'dazed and confused (1993)', 'clerks (1994)']",3228,5
"['to kill a mockingbird (1962)', ""it's a wonderful life (1946)"", 'last picture show, the (1971)', '12 angry men (1957)', 'apartment, the (1960)', 'rear window (1954)', 'roman holiday (1953)', 'birds, the (1963)', 'streetcar named desire, a (1951)', 'face in the crowd, a (1957)']",3229,1
"['enemy of the state (1998)', 'hollow man (1999)', 'american history x (1998)', 'u-turn (1997)', 'jackie brown (1997)', 'blackhawk down (1998)', 'meet joe black (1998)', 'existenz (1999)', 'enemy of the people (1998)', 'expectations (1998)']",3230,0
"['platoon (1986)', 'top gun (1986)', 'predator (1987)', 'rambo: first blood part ii (1985)', 'untouchables, the (1987)', 'terminator 2: judgment day (1991)', 'lethal weapon (1987)', 'mad max (1979)', 'terminator, the (1984)', 'dirty dozen, the (1967)']",3231,3
"['singles (1992)', 'reality bites (1994)', 'airheads (1994)', 'milk money (1994)', ""can't hardly wait (1998)"", 'empire records (1995)', 'clerks (1994)', 'mallrats (1995)', 'chasing amy (1997)']",3232,5
"['amadeus (1984)', 'platoon (1986)', 'rain man (1988)', 'dead poets society (1989)', 'river runs through it, a (1992)', 'philadelphia (1993)', 'schindlers list (1993)', 'pulp fiction (1994)', 'four weddings and a funeral (1994)', 'goodfellas (1990)']",3233,0
"['american beauty (1999)', 'magnolia (1999)', 'meet joe black (1998)', 'don juan demarco (1995)', 'rounders (1998)', 'fear and loathing in las vegas (1998)', 'l.a. confidential (1997)', 'true romance (1993)', 'big lebowski, the (1998)', 'reservoir dogs (1992)']",3235,1
"['amadeus (1984)', 'schindlers list (1993)', 'english patient, the (1996)', 'philadelphia (1993)', 'braveheart (1995)', 'dances with wolves (1990)', 'pulp fiction (1994)', 'heat (1995)', 'casino (1995)', 'reservoir dogs (1992)']",3237,1
"['amadeus (1984)', 'godfather: part ii, the (1974)', 'back to school (1986)', 'raising arizona (1987)', 'bull durham (1988)', 'cinema paradiso (1988)', 'henry v (1989)', 'heathers (1989)', 'right stuff, the (1983)', 'platoon (1986)']",3238,0
"['singles (1992)', 'reality bites (1994)', 'apollo 13 (1995)', 'interview with the vampire (1994)', 'league of their own, a (1992)', 'philadelphia (1993)', ""mr. holland's opus (1995)"", 'love affair (1994)', 'indecent proposal (1993)', 'singles (lead actors) (1992)']",3239,1
"['heat (1995)', 'donnie brasco (1997)', 'rounders (1998)', 'true romance (1993)', 'american history x (1999)', 'taxi driver (1976)', 'platoon (1986)', 'goodfellas (1990)', ""miller's crossing (1990)"", 'fugitive, the (1993)']",3240,3
"['fish called wanda, a (1987)', 'trading places (1983)', 'romancing the stone (1984)', ""st. elmo's fire (1985)"", 'working girl (1988)', 'pretty woman (1990)', 'as good as it gets (1997)', 'philadelphia (1993)', 'lethal weapon 2 (1989)', 'lethal weapon 3 (1992)']",3241,1
"['road to wellville, the (1994)', 'speed (1994)', 'money train (1995)', 'bad boys (1995)', 'batman forever (1995)', 'tank girl (1995)', 'loaded weapon 1 (1993)', 'striking distance (1993)', 'timecop (1994)', 'days of thunder (1990)']",3242,1
"['few good men, a (1992)', 'sleepless in seattle (1993)', 'dave (1993)', 'medicine man (1992)', 'four weddings and a funeral (1994)', 'i.q. (1994)', 'american president, the (1995)', 'clueless (1995)', 'while you were sleeping (1995)', ""you've got mail (1998)""]",3243,0
"['gladiator (2000)', 'american beauty (1999)', 'meet joe black (1998)', 'sixth sense, the (1999)', ""you've got mail (1998)"", 'runaway bride (1999)', 'erin brockovich (2000)', 'cider house rules, the (1999)', 'erin (1996)', 'nixon (1995)']",3245,2
"['true lies (1994)', 'beverly hills cop iii (1994)', 'clear and present danger (1994)', 'maverick (1994)', 'ghost and the darkness, the (1996)', 'long kiss goodnight, the (1996)', 'rock, the (1996)', 'twister (1996)', 'mask of zorro, the (1998)', 'u.s. marshalls (1998)']",3246,0
"['jaws (1975)', 'titanic (1997)', 'gone with the wind (1939)', '12 angry men (1957)', 'star wars: episode vi - return of the jedi (1983)', 'rear window (1954)', 'roman holiday (1953)', 'north by northwest (1959)', 'philadelphia story, the (1940)', 'his girl friday (1940)']",3248,0
"['amadeus (1984)', 'philadelphia story, the (1940)', 'shakespeare in love (1998)', 'dead poets society (1989)', 'dead man walking (1995)', 'my left foot (1989)', 'platoon (1986)', 'terms of endearment (1983)', 'rain man (1988)', 'english patient, the (1996)']",3249,2
"['few good men, a (1992)', 'philadelphia (1993)', 'l.a. confidential (1997)', 'seven (1995)', 'reservoir dogs (1992)', 'casino (1995)', 'get shorty (1995)', 'goodfellas (1990)', 'insider, the (1999)', 'few men, a (1992)']",3250,1
"['platoon (1986)', 'terms of endearment (1983)', 'amadeus (1984)', 'places in the heart (1984)', 'my left foot (1989)', 'rain man (1988)', 'moonstruck (1987)', 'my life as a dog (mitt liv som hund) (1985)', 'breakfast club, the (1985)', 'my life as a dog (1985)']",3251,1
"['in the line of fire (1993)', 'true lies (1994)', 'con air (1997)', 'face/off (1997)', 'payback (1999)', 'entrapment (1999)', 'true crime (1999)', 'enemy of the state (1998)', 'armageddon (1998)', 'rock, the (1996)']",3252,0
"['in the name of the father (1993)', ""miller's crossing (1990)"", 'jfk (1991)', 'reservoir dogs (1992)', 'player, the (1992)', 'singles (1992)', 'perfect world, a (1993)', 'four weddings and a funeral (1994)', 'sweet hereafter, the (1997)', 'do the right thing (1989)']",3253,1
"['sense and sensibility (1995)', 'much ado about nothing (1993)', 'edward scissorhands (1990)', 'my left foot (1989)', 'fish called wanda, a (1987)', 'remains of the day, the (1993)', 'player, the (1992)', ""who's afraid of virginia woolf? (1966)"", 'emma (1996)', 'four weddings and a funeral (1994)']",3255,1
"['goodfellas (1990)', 'reservoir dogs (1992)', 'casino (1995)', 'heat (1995)', 'rounders (1998)', 'good will hunting (1997)', ""one flew over the cuckoo's nest (1975)"", 'amadeus (1984)', 'dead poets society (1989)', 'magnolia (1999)']",3256,1
"['platoon (1986)', 'goodfellas (1990)', 'reservoir dogs (1992)', 'taxi driver (1976)', 'long goodbye, the (1974)', 'fish called wanda, a (1987)', 'sting, the (1973)', 'wild bunch, the (1969)', 'deer hunter, the (1978)', 'do the right thing (1989)']",3257,1
"['platoon (1986)', 'goodfellas (1990)', 'dead poets society (1989)', 'do the right thing (1989)', 'raging bull (1980)', 'bull durham (1988)', 'good will hunting (1997)', 'crimes and misdemeanors (1989)', 'dances with wolves (1990)', 'dead man walking (1995)']",3258,1
"['jaws (1975)', 'titanic (1997)', 'few good men, a (1992)', 'braveheart (1995)', 'true lies (1994)', 'untouchables, the (1987)', 'platoon (1986)', 'fisher king, the (1991)', 'amadeus (1984)', 'crow, the (1994)']",3259,1
"['last of the mohicans, the (1992)', 'witness (1985)', 'high plains drifter (1973)', 'butch cassidy and the sundance kid (1969)', 'true grit (1969)', 'dances with wolves (1990)', 'unforgiven (1992)', 'wyatt earp (1994)', 'unforgiven, the (1992)', 'young guns (1988)']",3260,3
"['fish called wanda, a (1987)', 'edtv (1999)', ""what's eating gilbert grape (1993)"", 'object of my affection, the (1998)', 'perfect murder, a (1998)', 'four weddings and a funeral (1994)', 'defending your life (1991)', 'dave (1993)', 'faust (1994)', 'terms of endearment (1983)']",3261,1
"['few good men, a (1992)', 'philadelphia (1993)', 'l.a. story (1991)', 'singles (1992)', 'clueless (1995)', 'jerry maguire (1996)', 'indecent proposal (1993)', 'free willy (1993)', 'interview with the vampire (1994)', 'liar liar (1997)']",3262,1
"['mission: impossible (1996)', 'true lies (1994)', 'lethal weapon 2 (1989)', 'die hard 2 (1990)', 'patriot games (1992)', 'rock, the (1996)', 'top gun (1986)', 'u-571 (2000)', 'predator (1987)', 'escape from new york (1981)']",3263,2
"['platoon (1986)', 'apocalypse now (1979)', 'rambo: first blood part ii (1985)', 'deer hunter, the (1978)', 'coming home (1978)']",3265,5
"['few good men, a (1992)', 'philadelphia (1993)', 'l.a. confidential (1997)', 'jackie brown (1997)', 'erin brockovich (2000)', 'american beauty (1999)', 'gladiator (2000)', 'sixth sense, the (1999)', 'good will hunting (1997)', ""devil's advocate, the (1997)""]",3266,1
"['in & out (1997)', 'dazed and confused (1993)', 'singles (1992)', 'high fidelity (2000)', 'empire records (1995)', 'rushmore (1998)', 'good will hunting (1997)', 'clerks (1994)', 'ice storm, the (1997)']",3267,5
"['austin powers: the spy who shaded me (1999)', 'dumb and dumber (1994)', 'dazed and confused (1993)', 'this is spinal tap (1984)', 'empire records (1995)', 'singles (1992)', 'suburbia (1995)', ""can't hardly stand it (1996)"", 'clueless (1995)', 'ace ventura: pet detective (1994)']",3268,2
"['mission: impossible ii (2000)', 'mission: impossible (1996)', 'true lies (1994)', 'days of thunder (1990)', 'indiana jones and the temple of doom (1984)', 'glory (1989)', 'blade runner (1982)', 'raiders of the lost ark (1981)', 'mission, the (1986)', 'aliens (1986)']",3269,2
"['platoon (1986)', 'goodfellas (1990)', 'rain man (1988)', 'dead poets society (1989)', 'river runs through it, a (1992)', 'american history x (1998)', 'dances with wolves (1990)', 'league of their own, a (1992)', 'amadeus (1984)', 'field of dreams (1989)']",3270,1
"['singles (1992)', 'league of their own, a (1992)', 'river runs through it, a (1992)', 'edward scissorhands (1990)', 'few good men, a (1992)', ""what's eating gilbert grape (1993)"", 'philadelphia (1993)', 'goodfellas (1990)', 'american history x (1998)', 'shawshank redemption, the (1994)']",3271,1
"['cliffhanger (1993)', 'true lies (1994)', 'demolition man (1993)', 'crimson tide (1995)', 'get shorty (1995)', 'bad boys (1995)', 'under siege (1992)', ""white men can't jump (1992)"", 'hitman, the (1993)']",3272,5
"['romancing the stone (1984)', 'back to the future (1985)', 'big trouble in little china (1986)', 'indiana jones and the last crusade (1989)', 'hook (1991)', 'poltergeist (1982)', 'e.t. the extra-terrestrial (1982)', 'platoon (1986)', 'goonies, the (1985)', 'ghostbusters (1984)']",3274,3
"['jaws (1975)', 'platoon (1986)', 'apocalypse now (1979)', 'chinatown (1974)', 'taxi driver (1976)', 'goodfellas (1990)', 'raging bull (1980)', 'do the right thing (1989)', 'midnight cowboy (1969)', 'amadeus (1984)']",3277,1
"['his girl friday (1940)', 'duck soup (1933)', 'bringing up baby (1938)', 'roman holiday (1953)', 'philadelphia story, the (1940)', 'some like it hot (1959)', 'apartment, the (1960)']",3278,5
"['platoon (1986)', 'goodfellas (1990)', 'raging bull (1980)', 'taxi driver (1976)', 'american history x (1998)', 'good will hunting (1997)', 'godfather, the (1972)', 'do the right thing (1989)', 'shawshank redemption, the (1994)', 'silence of the lambs, the (1991)']",3279,1
"['true lies (1994)', 'lethal weapon (1987)', 'ransom (1996)', 'home alone (1990)', 'home alone 2: lost in new york (1992)', 'cop land (1997)', 'speed (1994)', 'cliffhanger (1993)']",3280,5
"['do the right thing (1989)', 'trading places (1983)', 'caddyshack (1980)', 'dumb and dumber (1994)', 'animal house (1978)', 'fast times at ridgemont high (1982)', 'meatballs (1979)', 'jerk, the (1979)', 'ed wood (1994)', 'blazing saddles (1974)']",3281,3
"['butch cassidy and the sundance kid (1969)', 'searchers, the (1956)', 'good, the bad and the ugly, the (1966)', 'unforgiven (1992)', 'dances with wolves (1990)', 'young guns (1988)', 'young guns ii (1990)', 'maverick (1994)', 'wyatt earp (1994)', 'geronimo: an american legend (1993)']",3283,2
"['amadeus (1984)', ""one flew over the cuckoo's nest (1975)"", 'platoon (1986)', 'dead poets society (1989)', 'good will hunting (1997)', 'philadelphia (1993)', 'rain man (1988)', 'english patient, the (1996)', ""miller's crossing (1990)"", 'fish called wanda, a (1987)']",3284,1
"['singles (1992)', 'league of their own, a (1992)', 'edward scissorhands (1990)', 'kids (1995)', 'doctor dolittle (1998)', 'body shots (1999)', 'pushing tin (1999)', 'flawless (1999)', 'inspector gadget (1999)', 'lake placid (1999)']",3285,3
"['saving private ryan (1998)', 'braveheart (1995)', 'gladiator (2000)', ""schindler's list (1993)"", 'lawrence of arabia (1962)', 'stalag 17 (1953)', 'enemy of the state (1998)', 'three kings (1999)', 'crimson tide (1995)', 'bridge on the river kwai, the (1957)']",3289,2
"['do the right thing (1989)', 'trading places (1983)', 'money pit, the (1986)', 'working girl (1988)', 'three amigos (1986)', 'jewel of the nile, the (1985)', 'naked gun 2 1/2: the smell of fear, the, the (1991)', 'princess bride, the (1987)', 'fletch (1985)', 'caddyshack (1980)']",3290,5
"['american beauty (1999)', 'apollo 13 (1995)', 'braveheart (1995)', 'gladiator (2000)', 'few good men, a (1992)', 'platoon (1986)', 'rain man (1988)', 'goodfellas (1990)', 'pulp fiction (1994)', 'few dollars more, a (1965)']",3292,1
"['butch cassidy and the sundance kid (1969)', 'sting, the (1973)', 'wild bunch, the (1969)', 'young guns (1988)', 'badlands (1973)', 'badlands, the (1973)', 'f/x (1986)', 'thunderbolt and lightfoot (1974)', 'escape from the planet of the apes (1971)', 'air america (1990)']",3293,1
"['true lies (1994)', 'speed (1994)', 'mask, the (1994)', 'total recall (1990)', 'few good men, a (1992)', 'singles (1992)', 'league of their own, a (1992)', 'demolition man (1993)', 'rising sun (1993)', 'cliffhanger (1993)']",3294,1
"['few good men, a (1992)', 'philadelphia (1993)', 'l.a. confidential (1997)', 'mulholland falls (1996)', 'courage under fire (1996)', 'nixon (1995)', 'amistad (1997)', 'forrest gump (1994)', 'days of thunder (1990)', 'top gun (1986)']",3295,1
"['few good men, a (1992)', 'philadelphia (1993)', 'l.a. confidential (1997)', 'good will hunting (1997)', 'siege, the (1998)', ""you've got mail (1998)"", 'american beauty (1999)', 'sixth sense, the (1999)', 'meet joe black (1998)', 'birdcage, the (1996)']",3296,0
"['few good men, a (1992)', 'philadelphia (1993)', 'l.a. confidential (1997)', 'face/off (1997)', 'fan, the (1996)', 'get shorty (1995)', 'clear and present danger (1994)', 'showgirls (1995)', 'copycat (1995)', 'seven (1995)']",3297,0
"['singles (1992)', 'league of their own, a (1992)', 'thousand acres, a (1997)', 'mulholland falls (1996)', 'doors, the (1991)', 'few good men, a (1992)', 'jfk (1991)', 'ice storm, the (1997)', ""what's eating gilbert grape (1993)""]",3298,5
"['jaws (1975)', 'titanic (1997)', 'e.t. the extra-terrestrial (1982)', 'poltergeist (1982)', 'ghostbusters (1984)', 'forrest gump (1994)', 'home alone (1990)', 'jurassic park (1993)', 'platoon (1986)', 'terms of endearment (1983)']",3299,1
"['jaws (1975)', 'annie hall (1977)', 'caddyshack (1980)', 'young frankenstein (1974)', 'sting, the (1973)', 'producers, the (1968)', 'godfather, the (1972)', 'towering inferno, the (1974)', 'poseidon adventure, the (1972)', 'butch cassidy and the sundance kid (1969)']",3300,1
"['amadeus (1984)', 'philadelphia (1993)', 'apollo 13 (1995)', 'braveheart (1995)', 'dead poets society (1989)', 'good will hunting (1997)', 'few good men, a (1992)', 'fisher king, the (1991)', ""one flew over the cuckoo's nest (1975)"", 'scent of a woman (1992)']",3301,0
"['goodfellas (1990)', 'rain man (1988)', 'field of dreams (1989)', 'amadeus (1984)', 'american beauty (1999)', ""one flew over the cuckoo's nest (1975)"", 'scent of a woman (1992)', 'platoon (1986)', 'forrest gump (1994)', 'few good men, a (1992)']",3302,5
"['mary poppins (1964)', ""singin' in the rain (1952)"", 'sound of music, the (1965)', 'meet me in st. louis (1944)', 'wizard of oz, the (1939)', 'cabaret (1972)', 'cinderella (1950)', 'gypsy (1962)', '12 angry men (1957)', 'west side story (1961)']",3304,1
"['pulp fiction (1994)', 'goodfellas (1990)', 'reservoir dogs (1992)', 'casino (1995)', 'american beauty (1999)', 'taxi driver (1976)', 'platoon (1986)', 'good will hunting (1997)', 'matrix, the (1999)', 'se7en (1995)']",3305,0
"['jaws (1975)', 'titanic (1997)', 'saving private ryan (1998)', 'forrest gump (1994)', 'platoon (1986)', 'rain man (1988)', 'goodfellas (1990)', 'pulp fiction (1994)', 'american beauty (1999)', 'chinatown (1974)']",3306,1
"['few good men, a (1992)', 'philadelphia (1993)', 'singles (1992)', 'jfk (1991)', 'flatliners (1990)']",3308,5
"['mary poppins (1964)', 'dick tracy (1990)', 'edward scissorhands (1990)', 'honey, i shrunk the kids (1989)', 'honey, we blew up the kid (1991)', 'big (1988)', 'hook (1991)', 'dragonheart (1996)', 'legend (1985)', 'princess bride, the (1987)']",3309,2
"['do the right thing (1989)', 'platoon (1986)', 'amadeus (1984)', 'raging bull (1980)', 'taxi driver (1976)', 'midnight cowboy (1969)', 'sting, the (1973)', ""one flew over the cuckoo's nest (1975)"", 'godfather: part ii, the (1974)', 'deer hunter, the (1978)']",3310,0
"['few good men, a (1992)', 'philadelphia (1993)', 'l.a. confidential (1997)', 'jackie brown (1997)', ""bug's life, a (1998)"", 'city of angels (1998)', 'existenz (1999)', 'bringing out the dead (1999)', 'in & out (1997)', 'horse whisperer, the (1998)']",3311,0
"['apollo 13 (1995)', 'big daddy (1999)', 'meet joe black (1998)', 'mulholland falls (1996)', ""mr. holland's opus (1994)"", ""what's eating gilbert grape (1993)"", 'thousand acres, a (1997)', 'patch adams (1998)', 'amistad (1997)', 'liar liar (1997)']",3312,0
"['last emperor, the (1987)', 'crocodile dundee (1986)', 'trading places (1983)', 'raising arizona (1987)', 'big trouble in little china (1986)', 'road to wellville, the (1994)', 'enemy of the state (1998)', 'three amigos (1986)', 'platoon (1986)', 'goodfellas (1990)']",3313,2
"['trading places (1983)', ""st. elmo's fire (1985)"", 'about last night... (1986)', 'working girl (1988)', 'big (1988)', 'twins (1988)', 'money pit, the (1986)', 'police academy 4: citizens on patrol (1987)', 'big trouble in little china (1986)', 'young guns (1988)']",3314,1
"['few good men, a (1992)', 'basic instinct (1992)', 'true lies (1994)', 'league of their own, a (1992)', 'hook (1991)', 'dances with wolves (1990)', 'fish called wanda, a (1987)', 'showgirls (1995)', 'under siege (1992)', 'cider house rules, the (1999)']",3315,4
"['jaws (1975)', 'e.t. the extra-terrestrial (1982)', 'star wars: episode iv - a new hope (1977)', 'jurassic park (1993)', 'hook (1991)', 'gremlins (1984)', 'ghostbusters (1984)', 'poltergeist (1982)', 'indiana jones and the temple of doom (1984)', 'cocoon (1985)']",3316,1
"['total recall (1990)', 'flatliners (1990)', 'demolition man (1993)', 'timecop (1994)', 'hollow man (1999)', 'i know what you did last summer (1997)', 'johnny mnemonic (1996)', 'existenz (1999)', 'predator (1987)', 'abyss, the (1989)']",3317,1
"['jaws (1975)', 'annie hall (1977)', 'casablanca (1942)', 'rear window (1954)', 'long goodbye, the (1974)', 'roman holiday (1953)', 'philadelphia story, the (1940)', 'to kill a mockingbird (1962)', 'apartment, the (1960)', 'sunset boulevard (1950)']",3318,0
"['amadeus (1984)', 'places in the heart (1984)', 'platoon (1986)', 'terms of endearment (1983)', 'rain man (1988)', 'working girl (1988)', 'color purple, the (1985)', 'stand and deliver (1987)', 'unbearable lightness of being, the (1988)', 'driving miss daisy (1989)']",3319,2
"['carrie (1976)', 'christine (1983)', 'faculty, the (1998)', 'craft, the (1996)', 'disturbing behavior (1998)', 'hocus pocus (1993)', 'poltergeist iii (1988)', 'firestarter (1984)', 'nightmare on elm street 3: dream warriors, a (1987)', 'hellraiser iii: hell on earth (1992)']",3320,3
"['platoon (1986)', 'terms of endearment (1983)', 'amadeus (1984)', 'places in the heart (1984)', ""st. elmo's fire (1985)"", 'trading places (1983)', 'caddyshack (1980)', 'fast times at ridgemont high (1982)', 'sting, the (1973)', 'big chill, the (1983)']",3321,2
"['usual suspects, the (1995)', 'reservoir dogs (1992)', 'casino (1995)', 'rounders (1998)', 'jackie brown (1997)', 'l.a. confidential (1997)', 'ronin (1998)', 'sleepers (1996)', 'copycat (1995)', ""devil's advocate, the (1997)""]",3322,1
"['platoon (1986)', 'goodfellas (1990)', 'rumble in the bronx, a (1995)', 'good will hunting (1997)', 'taxi (1998)', 'philadelphia (1993)', 'american history x (1998)', 'taxi driver (1976)', 'do the right thing (1989)', 'rain man (1988)']",3323,1
"['jaws (1975)', 'titanic (1997)', 'die hard (1988)', 'edward scissorhands (1990)', 'ghostbusters (1984)', 'trading places (1983)', 'caddyshack (1980)', 'sixteen candles (1984)', 'rudy (1993)', 'platoon (1986)']",3326,4
"['few good men, a (1992)', 'basic instinct (1992)', 'patriot games (1992)', 'seven years in tibet (1997)', 'speed (1994)', 'true lies (1994)', 'indecent proposal (1993)', 'pelican brief, the (1993)', 'hook (1991)', 'singles (1992)']",3327,0
"['pulp fiction (1994)', 'reservoir dogs (1992)', 'jackie brown (1997)', 'true romance (1993)', 'natural born killers (1994)', ""miller's crossing (1990)"", 'heat (1995)', 'usual suspects, the (1995)', 'goodfellas (1990)', 'casino (1995)']",3328,1
"['amadeus (1984)', 'philadelphia (1993)', 'rain man (1988)', 'dead poets society (1989)', 'good will hunting (1997)', ""miller's crossing (1990)"", ""one flew over the cuckoo's nest (1975)"", 'stand by me (1986)', ""sophie's choice (1982)"", 'english patient, the (1996)']",3329,1
"['cliffhanger (1993)', 'true lies (1994)', 'demolition man (1993)', 'perfect world, a (1993)', 'crimson tide (1995)', 'get shorty (1995)', 'bad boys (1995)', 'under siege (1992)', 'crimson tides (1994)', 'specialist, the (1994)']",3331,2
"['hollow man (2000)', 'galaxy quest (1999)', 'mission to mars (2000)', 'bone collector, the (1999)', ""astronaut's wife, the (1999)"", 'cell (2000)', 'sixth sense, the (1999)', 'frequency (2000)', 'beach, the (2000)']",3332,5
"['rounders (1998)', 'goodfellas (1990)', 'casino (1995)', 'american history x (1998)', 'donnie brasco (1997)', ""miller's crossing (1990)"", 'usual suspects, the (1995)', 'sting, the (1973)', 'midnight cowboy (1969)', 'taxi driver (1976)']",3333,1
